Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH3OO(84),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56)
6.4507783879260575e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,1.1582552127422999e-116,4.257656183464809e-55,6.9543867164533741e-38,5.6149255642982633e-62,1.6144342668448216e-48,3.846257590108646e-41,1.3643326504485048e-23,1.7197048782308246e-95,1.3643326224870469e-23,2.1145094797443769e-60,2.0626459627058245e-62,1.5804451692757775e-62,5.6897479184935737e-89,3.8462576029096702e-41,9.0844451831425286e-75,2.6014104975126463e-15,1.2507812848324582e-16,4.821186875971819e-20,3.4348652554302021e-32,4.821186876081532e-20,4.3877764765933575e-38,4.2593291600846469e-31,4.6592540429138344e-38,1.4899648551463436e-44,1.9436778262266287e-69,2.4590928868609849e-51
1.2907161274885934e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,7.4258798092568751e-115,3.4087145835841498e-54,2.7835670732528093e-37,4.4953546402991757e-61,1.2928567772464981e-47,1.5395054267560862e-40,2.7298507023518441e-23,5.5112934382771394e-94,2.7298505904331428e-23,1.6933225923907199e-59,3.3039998192896094e-61,1.2653171344987061e-61,9.1110100137087872e-88,1.5395054370044668e-40,1.4550900716087971e-73,5.2050811257774322e-15,2.5026492606160858e-16,9.6465624458802531e-20,1.3748092699217388e-31,9.646562446319394e-20,1.7562541090265606e-37,1.7048414906956454e-30,3.7302347282723792e-37,2.3438914860516395e-43,1.2232681059490229e-67,1.9687695572224323e-50
2.5819927048805686e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,4.7567423052739511e-113,2.7280089245493278e-53,1.1137894226588374e-36,3.5976500603220675e-60,1.0348094232283949e-46,6.1600272222265022e-40,5.460886974148213e-23,1.764933221813594e-92,5.4608865263276239e-23,1.3553444918162103e-58,5.2892360300222058e-60,1.0126382965278751e-60,1.4583550007523575e-86,6.1600273042411316e-40,2.3294080404090067e-72,1.0412422382302307e-14,5.0063852121832443e-16,1.9297313585293145e-19,5.5007719132699126e-31,1.9297313587050277e-19,7.0273043098065328e-37,6.8215851287549608e-30,2.9853190250014473e-36,3.7181448407641602e-42,7.7625875076462708e-66,1.5756140174190084e-49
5.1645458596645193e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,3.0456533716631036e-111,2.1828236672792621e-52,4.455883082421812e-36,2.8786668461179528e-59,8.2805719028532206e-46,2.4644121790191768e-39,1.0922960189699709e-22,5.6498990342901443e-91,1.0922958398125746e-22,1.0845503544139653e-57,8.464475696762016e-59,8.1026454554812121e-60,2.3338429508877842e-85,2.4644122446376411e-39,3.7280647150690592e-71,2.0827104895333281e-14,1.0013857115317169e-15,3.8598815862502995e-19,2.2004621966705937e-30,3.8598815869532683e-19,2.8113795119597127e-36,2.7290770519315776e-29,2.388704870237636e-35,5.9233444705980055e-41,4.9467989406601724e-64,1.2607306406095243e-48
1.032965216923242e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,1.9496468783385372e-109,1.7464280194801351e-51,1.7824984030711064e-35,2.30315244801036e-58,6.6252962304493519e-45,9.8584523931056243e-39,2.1847109308637719e-22,1.808306380084803e-89,2.1847102141758641e-22,8.6775040412153153e-57,1.3542690623357326e-57,6.4827327015161283e-59,3.7345290909909376e-84,9.858452918012022e-39,5.9657144889282475e-70,4.1656469921320106e-14,2.0028800921583478e-15,7.720182041045899e-19,8.8009273828017529e-30,7.7201820438580215e-19,1.1246434874048914e-35,1.0917187103592124e-28,1.9111390658770701e-34,9.456772824248011e-40,3.1591304908158317e-62,1.00868033637486e-47
2.0659864788368223e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,1.247911681820575e-107,1.3972139821097753e-50,7.1302846141364266e-35,1.8426099387951898e-57,5.3005724864479527e-44,3.9435425300721118e-38,4.3695418297853831e-22,5.7871260950515102e-88,4.3695389629170997e-22,6.9424469868788956e-56,2.1662078624125155e-56,5.1864337301423072e-58,5.9755520856953781e-83,3.9435429498713616e-38,9.5457963018033051e-69,8.3315199972993276e-14,4.0058688534109903e-15,1.5440782948051616e-18,3.5192046203925671e-29,1.5440782959300699e-18,4.4987582693462308e-35,4.3670448923432511e-28,1.5289737888561666e-33,1.5114299446297174e-38,2.0196406590097933e-60,8.0698266948046436e-47
4.132029002663983e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,7.9870826425199211e-106,1.1178060916054916e-49,2.8521725681086435e-34,1.4741240386744473e-56,4.2405921914385628e-43,1.5774499925347441e-37,8.7392079281646427e-22,1.8519700434491837e-86,8.7391964604581989e-22,5.554140287989925e-55,3.4635646775467371e-55,4.1492476477992131e-57,9.5611333766608903e-82,1.5774503281490623e-37,1.5273810413151483e-67,1.6663266007513767e-13,8.0118463759137992e-15,3.088198475172112e-18,1.4066638905540336e-28,3.0881984796719468e-18,1.7995409307091413e-34,1.7468473801025634e-27,1.223191989585268e-32,2.4169418078054281e-37,1.2918398399443315e-58,6.456016061926624e-46
8.264114050318304e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,5.1118981606457775e-104,8.9426885807905404e-49,1.1408811886733703e-33,1.1793186154801955e-55,3.3925274306405994e-42,6.3098712546708544e-37,1.7478557327067282e-21,5.9264628823797563e-85,1.7478511455774913e-21,4.4433936173629268e-54,5.5338400948287221e-54,3.3194409978133917e-56,1.5298074308217284e-80,6.3098739358958654e-37,2.4438569944549485e-66,3.3326758027461872e-13,1.6023801420909507e-14,6.1764388317692382e-18,5.6183573418012374e-28,6.1764388497696473e-18,7.1982450364179696e-34,6.9874116666035474e-27,9.7853948514278742e-32,3.8659562404200524e-36,8.2651158986829849e-57,5.1648764935232669e-45
1.6528284145626946e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,3.271825107254943e-102,7.1544064133835574e-48,4.5635524122673776e-33,9.4351558578056467e-55,2.7140434088858396e-41,2.523967017190837e-36,3.4957324933448841e-21,1.8965032693347999e-83,3.4957141447346409e-21,3.5547607393236261e-53,8.8288433744626304e-53,2.6555741319037298e-55,2.4478421713791054e-79,2.5239691562531971e-36,3.9102232019434148e-65,6.6653742065434994e-13,3.20477115108613e-14,1.2352919528416405e-17,2.240697688798296e-27,1.2352919600425457e-17,2.8793191309392843e-33,2.7949397359990071e-26,7.8279508364027491e-31,6.1843735260921247e-35,5.2884106762271054e-55,4.1319294696818945e-44
3.305662433624423e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,2.0955606118485202e-100,5.7238803580784312e-47,1.8254291639997282e-32,7.5549754912027812e-54,2.1712433020325916e-40,1.009593916633719e-35,6.9915135380515636e-21,6.0689290832667107e-82,6.9914401434241653e-21,2.8438481944433423e-52,1.4045652914842538e-51,2.124474529754337e-54,3.9198952357148317e-78,1.0095956184758267e-35,6.2564440051345267e-64,1.333077101336889e-12,6.4095531690606427e-14,2.4705880855522383e-17,8.9099994075974474e-27,2.4705881143615261e-17,1.1517357585291168e-32,1.1179474213964797e-25,6.2617209324557452e-30,9.8933176273462343e-34,3.3836505508503622e-53,3.3055593928966389e-43
6.61133047174788e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,1.3571698073258207e-98,4.5796437675201235e-46,7.3017543928011577e-32,6.1309980355499873e-53,1.7369980542290869e-39,4.0384171395524593e-35,1.3983185721185223e-20,1.9421162137017039e-80,1.3982892142304115e-20,2.2751284206412423e-51,2.2219445043058111e-50,1.6995964186986859e-53,6.3568269835468402e-77,4.0384306060842728e-35,1.0010524789366237e-62,2.6661564623942736e-12,1.2819117204946309e-13,4.9411803244980918e-17,3.5224430387079567e-26,4.9411804397794561e-17,4.6069903094088059e-32,4.4715448617286953e-25,5.0083311298611207e-29,1.582554938550325e-32,2.164562579677581e-51,2.6444610520282405e-42
1.3222666547994794e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,1.0321685237427869e-96,3.6645438139906661e-45,2.9207263722716555e-31,6.0169749265225898e-52,1.3895997806288158e-38,1.6153969532223158e-34,2.7966970462324276e-20,6.2151216792186076e-79,2.796579614606763e-20,1.8201771215803121e-50,3.4765039750136839e-49,1.3597009812350915e-52,1.2343493156468059e-75,1.6154074966424461e-34,1.6017474776314456e-61,5.3323151832782673e-12,2.5638245276464411e-13,9.8823646964884308e-17,1.3767933505662374e-25,9.8823651579561156e-17,1.8428304292047e-31,1.788418705134312e-24,4.0049838344935586e-28,2.5310148989273405e-31,1.3841447608429908e-49,2.1155857920333959e-41
2.6445338700488623e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,2.3325765510261045e-94,2.9328798978347632e-44,1.1683091212200756e-30,1.9024028838074492e-50,1.1116803149263862e-37,6.4618224300634826e-34,5.5936301444013716e-20,1.989058462205892e-77,5.5931604177609079e-20,1.4562585563529651e-49,5.326089776990392e-48,1.0877977288051853e-51,7.5268126954117285e-74,6.4619033194699937e-34,2.5629951323397712e-60,1.0664632620123156e-11,5.1276501418489228e-13,1.976473301686366e-16,5.2655416614627579e-25,1.9764734865311558e-16,7.3715891307400456e-31,7.152074582957747e-24,3.2012964607624448e-27,4.0462968988858577e-30,8.8437329673402755e-48,1.6924938638334e-40
5.289068300547628e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,1.8556452200755121e-91,2.3480775880623303e-43,4.673382744600086e-30,1.9648977367427455e-48,8.8934437695026682e-37,2.5849154333461126e-33,1.1188200940443374e-19,6.3663852076567622e-76,1.1186322033674978e-19,1.1651929651746596e-48,7.8505490943095272e-47,8.7029680905807366e-51,1.5368430822739029e-71,2.5849752239647164e-33,4.1014263232677827e-59,2.1329267474120533e-11,1.0255301369850407e-12,3.9529467963192485e-16,1.9349897373571028e-24,3.9529475375392724e-16,2.9488481774816858e-30,2.8595490820808906e-23,2.5567393025883712e-26,6.4635321352918496e-29,5.6411910332447011e-46,1.3540346825022132e-39
1.0578137161545159e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.118669965987306,0.022821567692028758,2.9246709704906631e-88,1.88076492471004e-42,1.8694695154107543e-29,2.461662526409274e-46,7.1147543770755824e-36,1.034115095893069e-32,2.2380160930859362e-19,2.0383003739687932e-74,2.237264530392622e-19,9.3245186218610844e-48,1.0835304405352381e-45,6.9633105522028439e-50,3.8472833504974749e-69,1.0341565777110584e-32,6.5643089575934441e-58,4.2658537103345684e-11,2.0510603824245698e-12,7.9058931078164817e-16,6.6436493011971808e-24,7.9058960846912545e-16,1.1797090099037726e-29,1.1427960431353013e-22,2.0385414707406226e-25,1.0308111236250955e-27,3.5864909837448624e-44,1.083290715352603e-38
2.115627488354022e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464667,0.022821567691003228,2.9548973139103743e-85,1.5072135547028609e-41,7.478806204713497e-29,3.1068080579621713e-44,5.6918014245495488e-35,4.1376512707199875e-32,4.4775354501149201e-19,6.5288221145002003e-73,4.4745291998121187e-19,7.4643744505344464e-47,1.3548810877613433e-44,5.5721453944028834e-49,9.7108174280090575e-67,4.1379129215264701e-32,1.0509379609907844e-56,8.5317076046717585e-11,4.1021208726635908e-12,1.5811783019737794e-15,2.0600226998670785e-23,1.5811794995269721e-15,4.7201933876785233e-29,4.5630153972212442e-22,1.6199592422058563e-24,1.6386533010867479e-26,2.265228542067431e-42,8.6673296129524432e-38
4.2312550327530345e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932801,0.022821567688952167,2.9494688023266692e-82,1.208282745899053e-40,2.9922611489788588e-28,3.874001207291019e-42,4.553437394077938e-34,1.6560131188902425e-31,8.9610835968592351e-19,2.0932285832077251e-71,8.9490586001281374e-19,5.9791179309431549e-46,1.4979988041997586e-43,4.460111128658671e-48,2.4218762231049124e-64,1.6561596105812624e-31,1.6835768349613786e-55,1.7063415267314775e-10,8.2042418505918583e-12,3.1623551999295611e-15,5.6292440064125094e-23,3.1623600229441575e-15,1.8891631196754036e-28,1.8187036258982791e-21,1.2788403214343013e-23,2.5883097970127481e-25,1.4122386418438703e-40,6.9354617494713232e-37
6.346882577152047e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400936,0.022821567686901106,2.1514853238767189e-81,3.4588423198221213e-40,6.3596368609251517e-28,2.5116166160112745e-41,1.3518010824296498e-33,3.5204269960731375e-31,1.3449141173202957e-18,1.0019898376941732e-70,1.3423588061921229e-18,1.7763356319153729e-45,4.9182811663333533e-43,1.2757063831555356e-47,1.8060577369109703e-63,3.5207772304424587e-31,6.3730907376631899e-55,2.5595122803926439e-10,1.2306362825974655e-11,4.743531013457645e-15,9.5317455039996194e-23,4.7435412965672035e-15,4.0160663127496607e-28,3.855233849316504e-21,3.6288894900764675e-23,9.4680114431458695e-25,7.8062958243608921e-40,1.9833704046394793e-36
1.0578137665950072e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275288818,0.11866996560337205,0.022821567682798985,9.6896178500222005e-79,1.5927082635849333e-39,1.7590165974577794e-27,1.0802549732974665e-39,6.3321104296789236e-33,9.7429193133434332e-31,2.2443294019454553e-18,1.5173200460646051e-69,2.2372647231415957e-18,8.3412824532736254e-45,2.6339143802302994e-42,5.8681345706645895e-47,1.3633124401023223e-61,9.7440262277918197e-31,5.0414947837395015e-54,4.2658537373024358e-10,2.0510604766568926e-11,7.9058783028092568e-15,1.7700178195043906e-22,7.9059068907990385e-15,1.1114610384235768e-27,1.0591385603274023e-20,1.6301274529765499e-22,7.1276390129440224e-24,1.9387703351591846e-38,9.1184379454977534e-36
1.4386267245868294e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756259192794,0.11866996544979846,0.022821567679107077,8.6217688133201302e-78,3.5889083818466514e-39,3.1331842304399182e-27,5.0759091215726121e-39,1.4611972613494615e-32,1.7361026248385709e-30,3.0552601622708904e-18,5.5467454644937292e-69,3.0426800682595603e-18,1.9277402923625631e-44,6.3527503715065624e-42,1.3215934983865409e-46,7.0001833234433576e-61,1.7363099552142018e-30,1.4164942505241687e-53,5.8015610078002055e-10,2.7894422504889665e-11,1.0751987359422305e-14,2.5138267080051888e-22,1.0752038415477816e-14,1.9805247290640573e-27,1.8781314820329537e-20,3.6233071431869712e-22,1.9434972843773303e-23,8.1725692963851748e-38,2.0529992747120361e-35
1.8194396825786517e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756243096769,0.11866996529622491,0.022821567675415169,3.3586305932432003e-77,6.7895023019760525e-39,4.8923475528615809e-27,1.7532148899285699e-38,2.8134443230834177e-32,2.7119350090894214e-30,3.8677331295259346e-18,1.4892778440603583e-68,3.8480954344025983e-18,3.7168070592329624e-44,1.2584084188505727e-41,2.4992507880638425e-46,2.7941884865532347e-60,2.712269291193027e-30,3.2469835673389149e-53,7.3372682351955849e-10,3.5278240234516604e-11,1.3598092707336627e-14,3.2601276767797148e-22,1.3598172609182853e-14,3.0937405468630804e-27,2.9194664928037773e-20,6.7586745552561595e-22,4.3292777388237233e-23,2.4032428295532279e-37,3.8811855094172814e-35
2.200252640570474e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756227000745,0.11866996514265134,0.022821567671723261,1.410369746076917e-76,1.1357555195206917e-38,7.0154422907810349e-27,4.8774151671761752e-38,4.7835426009668519e-32,3.8902899793217303e-30,4.6816628729194253e-18,3.4277326806977354e-68,4.6535108204060666e-18,6.3283324021794261e-44,2.1811407885097272e-41,4.1795104073435142e-46,8.5613090805013042e-60,3.8907798707601879e-30,6.3389879256812755e-53,8.8729754218761906e-10,4.2662057955931472e-11,1.6444194551996343e-14,4.0072584279613097e-22,1.6444309351405418e-14,4.4379901569629359e-27,4.1685299514683799e-20,1.1159513043737291e-21,8.2375378958702812e-23,6.071000425380388e-37,6.4886236396735634e-35
2.9618785565541185e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756194808701,0.11866996483550422,0.022821567664339442,1.7728631786822674e-75,2.4279112351730921e-38,1.2092321326332472e-26,2.2869117402882313e-37,1.0576443831476342e-31,6.7098784590640564e-30,6.3128445058532792e-18,1.2412794598319273e-67,6.2643416377044105e-18,1.4028951025805369e-43,4.9336189927335714e-41,8.9300716248740784e-46,4.4937350664467691e-59,6.7107449449069218e-30,1.6863883961571723e-52,1.1944389702388108e-09,5.7429693380033902e-11,2.2136390252220778e-14,5.5019189020804283e-22,2.2136588727683442e-14,7.6545310886617424e-27,7.1338249671709705e-20,2.335828146990308e-21,2.0966004169253732e-22,2.5531492965869455e-36,1.3857183800918676e-34
3.723504472537763e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756162616658,0.1186699645283571,0.022821567656955623,8.4551060945880028e-75,4.4200868558777791e-38,1.8516614077705514e-26,7.4647716303484117e-37,1.9814794065639261e-31,1.0281077732755086e-29,7.9494109615166667e-18,3.3226014699326082e-67,7.8751725284151779e-18,2.6347595716197866e-43,9.3795093350887643e-41,1.6250882890286226e-45,1.6163641245848111e-58,1.0282426784919095e-29,3.6649298310072742e-52,1.5015803832401652e-09,7.2197328773781466e-11,2.7828573003027678e-14,6.9967968733751658e-22,2.7828877759236569e-14,1.1728491817164364e-26,1.0847948966416611e-19,4.1692177505524211e-21,4.3765514365594888e-22,7.3942284291856321e-36,2.5205820959494345e-34
4.4851303885214075e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756130424614,0.11866996422121,0.022821567649571804,3.5297067984939069e-74,7.3196892606843091e-38,2.6381462088792682e-26,2.0576130059101743e-36,3.3534607559573956e-31,1.4657335943767765e-29,9.5917274679557621e-18,7.7024899553581725e-67,9.4860034975179316e-18,4.4702992516779738e-43,1.6038365853028772e-40,2.6903179177935888e-45,4.8928510987397656e-58,1.4659280722606702e-29,7.0966175966967794e-52,1.8087217801708875e-09,8.6964964135115325e-11,3.352074192611834e-14,8.4916668237676663e-22,3.3521177297123168e-14,1.6720842216826366e-26,1.5346359679083723e-19,6.768186022472996e-21,8.1605665856981907e-22,1.8403698080703776e-35,4.1708768170117723e-34
6.0083822204886966e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756066040539,0.11866996360691587,0.022821567634804169,9.4378376550115415e-73,1.6924409916915595e-37,4.6524839327826221e-26,1.5722744512646267e-35,7.9749141282809064e-31,2.5886235265462934e-29,1.2893934565196891e-17,3.4908911304286131e-66,1.2707665675317772e-17,1.0694735283022264e-42,3.8681219708086508e-40,6.217841814910509e-45,5.3365251830277713e-57,2.5889717334466344e-29,2.2452360723341053e-51,2.4230045249148722e-09,1.1650023475871539e-10,4.4905037510168715e-14,1.1481367884427231e-21,4.490580977631373e-14,2.9530518192245549e-26,2.6645244778004898e-19,1.4913072074516743e-20,2.3752645506806559e-21,9.9953684666676392e-35,9.6284873951191906e-34
