Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8162498694105998e-54,1.6341289292370098e-30,1.5250972371488475e-72,7.8927875282639302e-46,1.0840400482785935e-110,5.0542513714429696e-17,8.3469300900072871e-90,5.0542513714420618e-17,5.5230634209047114e-61,3.7537859024003808e-61,1.5673377253016652e-93,1.8173245167067648e-94,1.5243825166781226e-45,1.2163879734590037e-71,2.76026542643807e-15,8.172655337284182e-17,3.2717879826074237e-19,4.9567255421102964e-32,1.835390992414919e-31,3.2717879786388982e-19,1.9545390078883169e-28,2.1841909442354604e-34,2.4226283573105812e-39,1.3026619733797333e-64,6.131184320360457e-44,9.3237638965717888e-82,2.7602292429113275e-87,9.4795829147332423e-46,1.2521822126226689e-90
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9083656517976995e-53,6.5407743893163876e-30,9.9940066965985123e-71,6.3206313547869976e-45,2.8411799388101641e-108,1.0112893925659405e-16,5.3502918245665852e-88,1.011289392565577e-16,8.8465000154894846e-60,6.0130458194453267e-60,2.0540081438339704e-91,2.3816177562528267e-92,1.2204326676377095e-44,3.8968103315220252e-70,5.5229289983365781e-15,1.6352411157050634e-16,6.5464185304254862e-19,1.9839815665521255e-31,7.3463471325999812e-31,6.5464185145410343e-19,7.8232409587149549e-28,1.7486785625810795e-33,1.9845016402762692e-38,4.2688386101341919e-63,4.9086754854630032e-43,5.9740143901249383e-80,3.6173016497977261e-85,7.5894288447408678e-45,1.6419606898914934e-88
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6552773583737783e-52,2.6171617386256927e-29,6.6834095465852429e-69,5.0590668678629786e-44,7.5983114801752433e-106,2.0230179034094391e-16,3.4268312517527713e-86,2.0230179034079854e-16,1.416208323614055e-58,9.6264647785272203e-59,2.7467792078805919e-89,3.184884223192245e-90,9.7671667151370575e-44,1.2476787435858461e-68,1.1048256142129752e-14,3.2711922796583032e-16,1.3095679637990831e-18,7.9385072388166681e-31,2.939495755843107e-30,1.3095679574432265e-18,3.1303084067555986e-27,1.399470668754415e-32,1.6601129087133384e-37,1.4278198113903632e-61,3.9284322456666188e-42,3.8255483425356241e-78,4.8373366849476026e-83,6.0738472903982669e-44,2.1969190713880084e-86
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4499537869993646e-51,1.0470351208539221e-28,4.6413746335824617e-67,4.0482784578485119e-43,2.1098169783803134e-103,4.0464749250972856e-16,2.1940186171039115e-84,4.0464749250914688e-16,2.2665481495186159e-57,1.5406809011092095e-57,3.814007296392654e-87,4.4223327530995876e-88,7.8152113131067388e-43,3.993691419680001e-67,2.2098910429700723e-14,6.5430946075645822e-16,2.6194201900838778e-18,3.1759171932048729e-30,1.175989708226182e-29,2.619420164656257e-18,1.2523215944237222e-26,1.1197833377803437e-31,1.4434170839660025e-36,4.9606211652939724e-60,3.1433426797176956e-41,2.4490484804927176e-76,6.716825765629977e-81,4.8599968729599366e-43,3.0525489341944668e-84
9.17015497023764e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1921120728020053e-49,4.18848139489647e-28,3.4352055017664063e-65,3.2390328012145663e-42,6.241954114100473e-101,8.0933889684763733e-16,1.404442892688618e-82,8.0933889684531048e-16,3.6269689736158173e-56,2.4654437616444664e-56,5.6431784005502947e-85,6.5432524629499673e-86,6.252753049201509e-42,1.2781603911089356e-65,4.4200219004781168e-14,1.308689926337634e-15,5.2391246617406634e-18,1.2704681678071263e-29,4.7043416564654048e-29,5.2391245600214547e-18,5.0096492549363391e-26,8.9590240831448869e-31,1.3389772566868879e-35,1.837398965721491e-58,2.5149129429273379e-40,1.5676142743075059e-74,9.93816815417184e-79,3.888360606260657e-42,4.5208381072979603e-82
1.834080748021649e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.9074705782343725e-48,1.6754607718010329e-27,2.7929856086154089e-63,2.5913902640845463e-41,2.0281508558609742e-98,1.6187217055248129e-15,8.9893017343945336e-81,1.6187217055155049e-15,5.8035439298978756e-55,3.9449840003114704e-55,9.1707577960008956e-83,1.063347268167352e-83,5.0024244658333945e-41,4.0903998861796755e-64,8.8402836154696092e-14,2.6174508574996657e-15,1.0478533681405369e-17,5.0820626487233223e-29,1.8818132176401645e-28,1.0478533274508398e-17,2.0039053889238307e-25,7.1674103666541433e-30,1.3658520581811945e-34,7.478639591926296e-57,2.0120259117002932e-39,1.0033445780909125e-72,1.6150567200249755e-76,3.1108264596109305e-41,7.3560485512046101e-80
3.668211250017419e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0520121201767261e-47,6.7019797502540479e-27,2.5482455436603285e-61,2.0731778211180966e-40,7.3942567261590598e-96,3.2374873228845955e-15,5.7534306296887617e-79,3.2374873228473632e-15,9.2859851457824684e-54,6.3121632029525428e-54,1.6723043384599145e-80,1.9390330428261237e-81,4.0020098488701926e-40,1.3089738229401618e-62,1.7680807045354202e-13,5.2349727198224497e-15,2.0957352026158136e-17,2.0328529670988989e-28,7.5274058843192323e-28,2.095735039850848e-17,8.0154978138460606e-25,5.7338257549924823e-29,1.5640813323239503e-33,3.4162806184803915e-55,1.6096590054743012e-38,6.4216338983788037e-71,2.9450851879817343e-74,2.4887047169218977e-40,1.3432245459033504e-77
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.8832225363462148e-46,2.6808194192827009e-26,2.6044616871233723e-59,1.6585684989998425e-39,3.0202703280641626e-93,6.4750185576258895e-15,3.682284403180827e-77,6.4750185574769573e-15,1.4857828089036539e-52,1.0099514917217017e-52,3.4163701088760885e-78,3.9612732548470108e-79,3.2016063316300377e-39,4.1887895846496089e-61,3.5361853904729811e-13,1.0470016444462896e-14,4.1914989937507531e-17,8.1313869770901787e-28,3.0109928774914307e-27,4.1914983426613506e-17,3.2060023026434344e-24,4.5867332521105241e-28,2.0053957415392694e-32,1.7478994413589251e-53,1.2877425984603867e-37,4.1099188140036804e-69,6.0165487158348694e-72,1.9909625664395644e-39,2.7473708677686008e-75
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8130170983206398e-45,1.0723334206014202e-25,2.9127310142938686e-57,1.3268652925456465e-38,1.3502431055168421e-90,1.2950081027195387e-14,2.3566904234636943e-75,1.295008102659966e-14,2.3772726316699009e-51,1.6158955705958062e-51,7.6382361488662038e-76,8.8565169744982128e-77,2.5612369948765751e-38,1.3404243873095319e-59,7.0723947621906775e-13,2.0940103893723312e-14,8.3830270648785302e-17,3.2524852496311475e-27,1.2044031923681008e-26,8.3830244603243595e-17,1.2822239288159727e-23,3.6687976300652761e-27,2.8106270621278889e-31,9.7822376378399653e-52,1.0302003699012974e-36,2.6303713958279459e-67,1.3451650144578349e-69,1.5927397682518136e-38,6.1477412543656961e-73
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2500263505374623e-43,4.2893461798713408e-25,3.4580961144252105e-55,1.0614964256684975e-37,6.4097116059244459e-88,2.590020596668203e-14,1.5082909466996638e-73,2.5900205964299105e-14,3.8036522847849571e-50,2.5853118854904814e-50,1.8132024638962798e-73,2.1024039231944981e-74,2.0488944516348731e-37,4.2893766888658127e-58,1.4144813504996363e-12,4.1880278792162207e-14,1.6766085163528059e-16,1.3009285456703842e-26,4.8176243449749832e-26,1.6766074743818852e-16,5.1274412236039506e-23,2.934070013256361e-26,4.1776630960416557e-30,5.8099466098627608e-50,8.2416302582122351e-36,1.68344511129713e-65,3.1932189597996234e-67,1.27413202124608e-37,1.4601393640911076e-70
5.869212630989052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,1.9998522176139947e-42,1.7157419238863013e-24,4.2514685835683764e-53,8.4919880803504537e-37,3.1514149368779456e-85,5.1800455847045901e-14,9.653090920454407e-72,5.1800455837514177e-14,6.0858564001019726e-49,4.1360836103415855e-49,4.45774275725333e-71,5.1687415872782862e-72,1.6389560581439411e-36,1.3726034584601852e-56,2.8289650988088896e-12,8.3760628588712317e-14,3.3532209194085792e-16,5.2031699781727211e-26,1.9270516472792298e-25,3.3532167503485329e-16,2.0498060074707968e-22,2.3456978815712246e-25,6.4258065296160521e-29,3.5724868532540762e-48,6.5933185381200907e-35,1.07740717378348e-63,7.8504984925899047e-65,1.0192054253699516e-36,3.5907407544099507e-68
1.1738430237375515e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.1991482738987563e-41,6.8629822047452151e-24,5.3249247414135638e-51,6.7935969877960177e-36,1.5786687590657139e-82,1.0360095561333594e-13,6.177987193501639e-70,1.0360095557520904e-13,9.7373800681377042e-48,6.6163823278283683e-48,1.1165721575933725e-68,1.2946623832878066e-69,1.3109067975247764e-35,4.3923353141549646e-55,5.6579325944198648e-12,1.6752132818050184e-13,6.7064488649755461e-16,2.0808287877023955e-25,7.7082071611890465e-25,6.7064321793557507e-16,8.1898595253628116e-22,1.8740651728875863e-24,1.0065004620898168e-27,2.2375911060770598e-46,5.274666012343879e-34,6.8954123690077763e-62,1.9663856277255124e-62,8.1520226562154283e-36,8.9951654399437784e-66
2.3476865450148443e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.1166633718986537e-40,2.7452018453085219e-23,6.7282431223733965e-49,5.4348799652581388e-35,7.9784126655800849e-80,2.072019551681652e-13,3.9539143891786653e-68,2.0720195501565761e-13,1.5579814795106194e-46,1.0581871588171947e-46,2.8215637428067781e-66,3.2715942654628419e-67,1.0483116299570145e-34,1.405547710136846e-53,1.1315867581611683e-11,3.3504272735883765e-13,1.3412917362869895e-15,8.3197956691367829e-25,3.0832803816878186e-24,1.3412850545689331e-15,3.268473001298066e-21,1.4952743847978778e-23,1.5900622025661719e-26,1.4137398245231921e-44,4.2197459698724325e-33,4.4130648157665933e-60,4.9690239980763537e-60,6.5190191637035736e-35,2.2730950774012223e-63
4.69537358756943e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677669269,0.11866996600691651,0.022821567692719244,0.0,8.1803472700995518e-39,1.0980873440728234e-22,8.5234989386358615e-47,4.3479045471992059e-34,4.0428384255243382e-77,4.1440395436681503e-13,2.5305056574059905e-66,4.1440395375679033e-13,2.4927705256896349e-45,1.691710787972982e-45,7.1487795464792768e-64,8.2889811233236379e-65,8.3798750351645346e-34,4.4977516002842388e-52,2.2631737539874796e-11,6.7008552569454229e-13,2.6825905175885394e-15,3.325104430357983e-24,1.2333095783632328e-23,2.6825637311819717e-15,1.3014499341777887e-20,1.1898955161967894e-22,2.5181865887606512e-25,8.954982033697171e-43,3.375815839549971e-32,2.8243602767513819e-58,1.2589596035694627e-57,5.2110588590564339e-34,5.7586134593086828e-61
9.390747672678601e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767533855,0.11866996598386768,0.0228215676923842,0.0,1.3068392043732274e-37,4.39240052718561e-22,1.0771235229718358e-44,3.4783232677387474e-33,2.0436247960868661e-74,8.2880795312010761e-13,1.6195232796810487e-64,8.288079506799975e-13,3.9884317633645752e-44,2.7022991878682145e-44,1.8068177832162413e-61,2.0949948042584866e-62,6.69333358926102e-33,1.4392792349348496e-50,4.5263477391918941e-11,1.3401711222820854e-12,5.3652087150137204e-15,1.3277957084287452e-23,4.9332165429160579e-23,5.3651010979428844e-15,5.1588838029442838e-20,9.4192736005786239e-22,3.9779672620749504e-24,5.658141566046081e-41,2.7006820614263892e-31,1.8075882801083569e-56,3.1819369635778467e-55,4.1622107937494724e-33,1.4550992880670882e-58
1.8781495842896944e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670677112,0.11866996593777003,0.022821567691714114,0.0,2.0845190462023329e-36,1.7569999121285847e-21,1.3494194900589562e-42,2.7826575061755249e-32,1.0241577507946116e-71,1.6576159520506032e-12,1.0364941691392676e-62,1.6576159422901801e-12,6.3814861047865328e-43,4.3095471494165469e-43,4.5273295206204447e-59,5.2493967239419017e-60,5.3378369709612469e-32,4.60568443248366e-49,9.0526956838078856e-11,2.680342315121839e-12,1.0730530056231439e-14,5.2932984155068485e-23,1.9732689657237895e-22,1.0730095886800515e-14,2.0269527428156629e-19,7.3796244052747818e-21,6.2293776542566103e-23,3.5440114037518648e-39,2.1605912494582151e-30,1.1568533177734299e-54,7.9728569385062647e-53,3.3191985591850798e-32,3.6440932313023967e-56
3.756299218333363e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661354236,0.11866996584557472,0.022821567690373943,0.0,3.3148580009269586e-35,7.0283015584101015e-21,1.6591762864891094e-40,2.226124025793162e-31,5.0376172668563137e-69,3.3152319556070677e-12,6.633552403066848e-61,3.3152319165656166e-12,1.0210361660605783e-41,6.8504715657247327e-42,1.1134048118223719e-56,1.2909748446683382e-57,4.2435857417751713e-31,1.4738130308292553e-47,1.810539146986852e-10,5.36068469946094e-12,2.1461530909199257e-14,2.1031458325518925e-22,7.892934184449993e-22,2.1459765695429891e-14,7.8291083334618763e-19,5.666629730789691e-20,9.5734172873732341e-22,2.178434885006426e-37,1.7285424390801464e-29,7.4038197388264872e-53,1.9607140595888686e-50,2.6385999916418834e-31,8.952274081602354e-54
5.634448852377032e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652031361,0.11866996575337942,0.022821567689033772,0.0,1.2165060167775454e-34,1.4935566530914688e-20,1.0715966061361294e-39,6.6088023038913509e-31,4.2402886857278596e-68,4.9728479648586641e-12,3.7663326373788923e-60,4.9728478818961249e-12,3.8627842940491366e-41,2.604042740178898e-41,8.2752210790750002e-56,9.5949690433264893e-57,1.2090478958559845e-30,6.8752941875780713e-47,2.7158087152757812e-10,8.0410270824631705e-12,3.2192907501056357e-14,4.4485284448245263e-22,1.6772276923656294e-21,3.2189115744544348e-14,1.6243746295581919e-18,1.5828306888010932e-19,3.4570427501499088e-21,1.1988723040582224e-36,4.9426609619208087e-29,4.1402729686763838e-52,1.4572629266479864e-49,7.5174114880892686e-31,6.6845739527771285e-53
9.39074812046437e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727633385609,0.11866996556898882,0.02282156768635343,0.0,9.2629666557780666e-34,4.1295235984744972e-20,4.4983427364184527e-38,3.0956966343693148e-30,5.5471813159128392e-66,8.2880800061420822e-12,1.0124900940969404e-58,8.2880797767774417e-12,3.0485395440358866e-40,2.1152218544849908e-40,6.0956161390839678e-54,7.067642515784659e-55,5.4968324235973463e-30,9.2132742218080401e-46,4.5263478105851032e-10,1.3401711843111572e-11,5.365729230591705e-14,1.2154064282283294e-21,4.6368927928420453e-21,5.3646536881271911e-14,4.2334895825434126e-18,6.7952629762489238e-19,2.4916209458593968e-20,2.9063652381956305e-35,2.2716043488828541e-28,9.5260861394762177e-51,1.0733829469593632e-47,3.4173523969491641e-30,6.0034594779055172e-51
1.2771417461742973e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727616604433,0.11866996540303727,0.022821567683941123,0.0,2.5389587558662838e-33,7.35376707541444e-20,2.0932468014935018e-37,7.1436263443950963e-30,3.0340041216607597e-65,1.1271788861696858e-11,4.3963630030042557e-58,1.1271788453269357e-11,8.555184867975812e-40,6.1298630394466898e-40,3.1038982819126627e-53,3.5988251130094846e-54,1.2299766511320041e-29,3.0578131551186967e-45,6.155832963028576e-10,1.822632812337862e-11,7.2976642250981859e-14,2.1473956647198441e-21,8.2567569702733476e-21,7.2957182870170807e-14,7.2531423655441518e-18,1.4730691985968366e-18,6.6605586779925111e-20,1.2112690883650668e-34,5.1135255647642114e-28,3.6407870624447924e-50,5.4656075787975762e-47,7.6462340108884321e-30,3.6340228976163606e-50
1.6152086803021577e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727599823256,0.11866996523708573,0.022821567681528817,0.0,5.6884240248357203e-33,1.1479789666973983e-19,7.197664911019597e-37,1.3754606641635896e-29,1.3773147549487687e-64,1.4255497736725291e-11,1.3312201669754208e-57,1.4255497099169866e-11,1.9587579998101435e-39,1.3951937263041394e-39,1.2330852919814646e-52,1.4297010001021819e-53,2.3103181844621602e-29,8.2163547010278151e-45,7.7853180801877225e-10,2.3050944399075538e-11,9.2297573017249204e-14,3.3258776848875932e-21,1.2888638105448629e-20,9.226673548014035e-14,1.0901531644995726e-17,2.6786736330630307e-18,1.452277872537434e-19,3.5478832428062674e-34,9.6652087531365541e-28,1.1354996927888837e-49,2.1712905207497934e-46,1.4361329338258765e-29,1.3451555471493728e-49
1.953275614430018e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758304208,0.11866996507113421,0.02282156767911651,0.0,1.0880631893111635e-32,1.6457702735874092e-19,1.9880169922686421e-36,2.3386189478155496e-29,4.6097379754925671e-64,1.7239206630148534e-11,3.4559835055727611e-57,1.7239205716173569e-11,3.8196925217327215e-39,2.7432763868241189e-39,3.7553747653256102e-52,4.3541462816293539e-53,3.8393611965732671e-29,1.817648632207379e-44,9.4148031640170842e-10,2.7875560670467146e-11,1.1162006886977058e-13,4.7324380864350162e-21,1.8476423467116933e-20,1.1157525533237374e-13,1.5084199909089264e-17,4.3207606218444411e-18,2.7106592794465734e-19,8.8816138288624138e-34,1.6155494625366018e-27,2.8229522808663365e-49,6.6125927631308387e-46,2.3864688742573498e-29,4.2702018112948284e-49
2.629409482685739e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727549479727,0.11866996473923117,0.022821567674291894,0.0,2.7924023172590559e-32,2.8356414852584456e-19,9.1495556158324285e-36,5.1707010063887432e-29,2.6762656845588761e-63,2.3206624458942008e-11,1.528647543826938e-56,2.3206622884282349e-11,1.0141108836092525e-38,7.5877529559293107e-39,1.9409165983304234e-51,2.2503354676515522e-52,8.1204901528718931e-29,5.718868611911681e-44,1.2673773255667846e-09,3.7524793203451034e-11,1.5026882139899459e-13,8.0522577068149841e-21,3.1831762998592825e-20,1.5018994000934488e-13,2.4515107664337336e-17,8.7138881525369942e-18,6.6954173854473058e-19,3.6512037607960654e-33,3.449165877432133e-27,1.040417002270159e-48,3.4175164622090175e-45,5.0470392743852536e-29,2.9831557053514409e-48
