Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,0.0,1.1516006321138578e-54,4.3075987503664187e-36,9.0610957409047863e-76,1.6144345158337206e-48,8.8099256709384973e-120,6.5595161313804826e-22,9.6270629880968238e-102,6.5595161307074265e-22,2.5016483060631384e-68,3.5987626667566695e-59,8.8029826253201299e-101,5.3191693378558936e-102,4.0462669500665529e-45,7.4685699694956447e-81,2.6014104975124807e-15,1.2507812848323788e-16,4.8211868758583053e-20,3.4349451469131941e-32,6.4108557741000923e-46,4.8211868762156737e-20,1.7703665260653385e-30,8.0493446370923495e-37,2.8600574273379768e-43,3.7367621042306321e-68,7.792203744217025e-91
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,0.0,1.8440615484080178e-53,1.7241621078576339e-35,1.0832478232860975e-73,1.2928569765828635e-47,4.2113698491350356e-117,1.3124731235550721e-21,6.1708431539560354e-100,1.3124731232856744e-21,4.006984908801948e-67,5.7647211898368479e-58,2.1042772109655703e-98,1.2715016370292205e-99,3.2394738613650206e-44,2.3926248249362313e-79,5.2050811257771009e-15,2.5026492606159265e-16,9.6465624454265148e-20,1.3748732302969122e-31,5.1325826813119162e-45,9.6465624468569174e-20,7.0860765898201587e-30,6.4443653318011169e-36,4.2782790890983563e-42,2.2347081713545523e-66,1.8626592193834792e-88
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,0.0,2.9516994954612455e-52,6.8988943772449685e-35,1.3374562468055424e-71,1.0348095826875241e-46,2.0794478217253403e-114,2.6255161447931961e-21,3.9523896761548747e-98,2.6255161437152542e-21,6.4146559320546469e-66,9.2289181459440876e-57,5.1954913821297773e-96,3.1393562421466326e-97,2.5925636277815187e-43,7.6606939569216783e-78,1.0412422382301648e-14,5.0063852121829258e-16,1.9297313583478825e-19,5.5012837684322206e-31,4.1076260213264287e-44,1.9297313589202306e-19,2.8353510611024362e-29,5.157443278347899e-35,6.6067160795800369e-41,1.379935582856211e-64,4.598932997809468e-86
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,0.0,4.7236802127263648e-51,2.760007076470917e-34,1.6804859359448118e-69,8.2805731773968798e-46,1.0450021404054087e-111,5.251602188885748e-21,2.5305058511110313e-96,5.2516021845732771e-21,1.0266234344960142e-64,1.4770561800537794e-55,1.3055128866514856e-93,7.8885128053298484e-95,2.0744447976046235e-42,2.4521093982688964e-76,2.0827104895331955e-14,1.0013857115316534e-15,3.8598815855246982e-19,2.2008717230016718e-30,3.2867248764565753e-43,3.8598815878144666e-19,1.1343229878479616e-28,4.1267261183326179e-34,1.0379790237966135e-39,8.6705302563689282e-63,1.1556108608308821e-83
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,0.0,7.5586571433190267e-50,1.1040927600402867e-33,2.1308700983122223e-67,6.6252972478891703e-45,5.2999956202252033e-109,1.0503774283536066e-20,1.6198362818198651e-94,1.0503774266284776e-20,1.6428203145542866e-63,2.3636333551924383e-54,3.3106816031998317e-91,2.0004669801961967e-92,1.6597134062502037e-41,7.8478499704492511e-75,4.1656469921317468e-14,2.0028800921582208e-15,7.720182038143744e-19,8.8042033355380502e-30,2.6296295124488727e-42,7.7201820473035834e-19,4.5376447211737324e-28,3.3016750034187626e-33,1.6454786816827348e-38,5.4975531059034654e-61,2.9305414176594138e-81
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,0.0,1.2094466161611239e-48,4.4165513689677894e-33,2.7145899405085035e-65,5.3005732967323765e-44,2.7006650127984042e-106,2.1008118498697565e-20,1.0367952435428628e-92,2.1008118429689599e-20,2.6286907693271935e-62,3.7820881308652499e-53,8.4350302020952882e-89,5.0968354606938903e-90,1.3278337447242431e-40,2.5114879853153113e-73,8.3315199972987975e-14,4.0058688534107363e-15,1.5440782936443507e-18,3.5218245970240139e-29,2.1038033971753951e-41,1.544078297308448e-18,1.8151185385096787e-27,2.6414344164899226e-32,2.6205117303320343e-37,3.5018920822840116e-59,7.4665002311775541e-79
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,0.0,1.9351636544869544e-47,1.7666569847828379e-32,3.4663427372081393e-63,4.2405928337361055e-43,1.379405427976651e-103,4.2016807032464011e-20,6.6358096513582368e-91,4.2016806756426515e-20,4.2060478419760971e-61,6.0515607208118738e-52,2.1541695059791986e-86,1.3016488691526795e-87,1.0622921868877795e-39,8.0370431424904146e-72,1.6663266007512709e-13,8.0118463759132912e-15,3.0881984705289692e-18,1.4087584670817286e-28,1.683082533483854e-40,3.0881984851857617e-18,7.260516206265022e-27,2.1131481228408187e-31,4.1829436900525639e-36,2.2358779319066812e-57,1.9068226425318055e-76
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,0.0,3.0963007459331414e-46,7.0667037803779089e-32,4.4314315983800468e-61,3.3925279349657937e-42,7.0537730234471735e-101,8.403418451377068e-20,4.247020610037721e-89,8.4034183409609488e-20,6.7297906160905611e-60,9.6826725816571357e-51,5.5078287030429651e-84,3.328084897458348e-85,8.4984379816094324e-39,2.5718988525200645e-70,3.3326758027459762e-13,1.6023801420908488e-14,6.1764388131968732e-18,5.6350909269824451e-28,1.346481792962253e-39,6.1764388718254856e-18,2.9041514958410049e-26,1.6904592544658836e-30,6.6845822160661182e-35,1.429205333241547e-55,4.875406394366288e-74
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,0.0,4.9541111711014612e-45,2.8266990532110781e-31,5.6683262401490603e-59,2.7140437971155143e-41,3.6090329857597277e-98,1.6806894113147909e-19,2.7181259703001405e-87,1.6806893671481186e-19,1.0767756171478143e-58,1.5492415372747574e-49,1.4090300967244832e-81,8.5140116611656459e-83,6.7987901333230656e-38,8.230148351007515e-69,6.6653742065430773e-13,3.2047711510859249e-14,1.2352919454127351e-17,2.2540476238559704e-27,1.0771914843456875e-38,1.2352919688649755e-17,1.1615988879527317e-25,1.3522485496438091e-29,1.0688101865364357e-33,9.1406545941010521e-54,1.2472416628206204e-71
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,0.0,7.9265982027019153e-44,1.1306850273392467e-30,7.2519482670400459e-57,2.1712435882435827e-40,1.8469288908692896e-95,3.3613846098727621e-19,1.7396111116510536e-85,3.3613844332056257e-19,1.7228482598565322e-57,2.4787972464152035e-48,3.6053694431085838e-79,2.1785309976538164e-80,5.4390472909880448e-37,2.6336589622427398e-67,1.3330771013368044e-12,6.4095531690602262e-14,2.4705880558366979e-17,9.0162117318481926e-27,8.6175519701682516e-38,2.4705881496513049e-17,4.6458665035849366e-25,1.081599084402176e-28,1.7092852008912054e-32,5.8471988509682685e-52,3.1913908681376097e-69
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,0.0,1.2682561697148865e-42,4.5227660983929583e-30,9.2776651859974403e-55,1.736998244199898e-39,9.4513589309779815e-93,6.7227752718039083e-19,1.1133544697911125e-83,6.7227745651344757e-19,2.756562961811865e-56,3.9660830952294673e-47,9.2249459394317354e-77,5.5741390506240171e-78,4.3512427626321803e-36,8.4277268467375012e-66,2.6661564623941047e-12,1.281911720494541e-13,4.9411802056360934e-17,3.60648792422773e-26,6.8940430469862997e-37,4.9411805809382863e-17,1.8579164131640738e-24,8.6495594040985726e-28,2.7334630940075281e-31,3.7402595558851088e-50,8.1657075754226714e-67
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,0.0,2.0292064964672703e-41,1.8091237694738951e-29,1.1865715916316319e-52,1.3895998702080632e-38,4.8351533915908043e-90,1.3445557654926958e-18,7.1254793701426641e-82,1.3445554828247522e-18,4.410505105632983e-55,6.3457353420219409e-46,2.3596608282976044e-74,1.4258162114067998e-75,3.4809943518053455e-35,2.6968753593015321e-64,5.3323151832779289e-12,2.563824527646214e-13,9.8823642210407898e-17,1.4425950033490602e-25,5.5152245182468908e-36,9.882365722596443e-17,7.4282122193148385e-24,6.9144631560753756e-27,4.3700467071070158e-30,2.3918061705438753e-48,2.0887146584756099e-64
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,0.0,3.2467157234749159e-40,7.2366266491987869e-29,1.5165034035734856e-50,1.1116802867537051e-37,2.4718464672565671e-87,2.6891126658215589e-18,4.5603102626994765e-80,2.6891115351494991e-18,7.0568109260683115e-54,1.015316690338601e-44,6.0315679678905572e-72,3.6445522829567043e-73,2.7847926097488069e-34,8.6300046929273996e-63,1.0664632620122478e-11,5.1276501418480979e-13,1.9764731115073919e-16,5.7703731796070405e-25,4.4121588346792802e-35,1.9764737124067226e-16,2.9685229061887893e-23,5.5232830336491511e-26,6.9816788064960602e-29,1.5284210788213403e-46,5.3389866366199534e-62
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,0.0,5.1946951147830593e-39,2.8947542676951479e-28,1.9353429265917543e-48,8.8934419467436043e-37,1.2618268619062896e-84,5.378228161295907e-18,2.9185997046959525e-78,5.3782236386075454e-18,1.12908973310874e-52,1.6245022352674918e-43,1.539491393759562e-69,9.3023186241139581e-71,2.2278282537422496e-33,2.7616015014795575e-61,2.1329267474119179e-11,1.0255301369846023e-12,3.9529460356036239e-16,2.308142704226306e-24,3.5296918566557601e-34,3.9529484414150139e-16,1.1852047553404638e-22,4.4054075400302282e-25,1.1138139382345241e-27,9.7526480660419282e-45,1.3627118278375449e-59
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,0.0,8.3113495734284563e-38,1.1579838898823363e-27,2.4626035621847543e-46,7.1147503630660179e-36,6.422496679268524e-82,1.0756465931507976e-17,1.8679051605400947e-76,1.075644784075785e-17,1.8065428069193493e-51,2.5991879580490349e-42,3.9178597492492608e-67,2.3673518186222115e-68,1.782252772837598e-32,8.8371211744799802e-60,4.265853710334297e-11,2.0510603824218507e-12,7.9058900649553412e-16,9.2325160752178614e-24,2.8236963634839734e-33,7.9058997058721129e-16,4.7232740175769656e-22,3.5033132943251092e-24,1.7718032601686413e-26,6.2046747829802939e-43,3.4679429934363982e-57
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,0.0,1.3297637007118642e-36,4.632585708395248e-27,3.1151924504901837e-44,5.6917941240647794e-35,3.2498953509979671e-79,2.1512968588960627e-17,1.1954600933686173e-74,2.1512896225995286e-17,2.8904654654148393e-50,4.1586501849709355e-41,9.9124124781832398e-65,5.9895367293301907e-66,1.4257862919844587e-31,2.8278758718963579e-58,8.5317076046712157e-11,4.1021208726470003e-12,1.5811770848302635e-15,3.6929621972468843e-23,2.2588653859988223e-32,1.5811809552952472e-15,1.8754178977027754e-21,2.7694670274022207e-23,2.8023887297011831e-25,3.9242726856844308e-41,8.7739476681628216e-55
4.2312550327527663e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932797,0.022821567688952167,0.0,2.1274546388519323e-35,1.8535437220062023e-26,3.8953105434613859e-42,4.5534250108685575e-34,1.6256113406990643e-76,4.3026082371780221e-17,7.6509535763238804e-73,4.3025792920217514e-17,4.6247346031608353e-49,6.6536778714326336e-40,2.4790581837466629e-62,1.4979609137689578e-63,1.1406034730543141e-30,9.0491832759926162e-57,1.7063415267313691e-10,8.2042418504999152e-12,3.162350331362723e-15,1.4771494057866544e-22,1.8069454693498844e-31,3.1623659253383015e-15,7.3927967123970471e-21,2.1638416839094603e-22,4.3824889080747602e-24,2.4532739506801921e-39,2.1942576053421151e-52
6.346882577151645e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400929,0.022821567686901106,0.0,7.8302002625088414e-35,3.9395160978123443e-26,2.5277059896966604e-41,1.3517963020652712e-33,1.3733544883031747e-75,6.4539304622314364e-17,4.3439811490619454e-72,6.4538689538187106e-17,1.7496291807817054e-48,2.5366869651224055e-39,1.850159335838286e-61,1.1179512469900842e-62,3.2613710669472015e-30,4.2214203592889761e-56,2.5595122803924811e-10,1.2306362825755443e-11,4.7435206677636709e-15,3.1388903914314462e-22,5.166493515818631e-31,4.7435539688021277e-15,1.5552461698728265e-20,6.1039434449876019e-22,1.5954448352362099e-23,1.3574828034711579e-38,1.6375935583194531e-51
1.0578137665949401e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275288818,0.11866996560337194,0.022821567682798985,0.0,6.0238854724614687e-34,1.0896661273065564e-25,1.0911518631749162e-39,6.3320703811363828e-33,1.8485016431077222e-73,1.0756618299264267e-16,1.1677861478411388e-70,1.0756448246911595e-16,1.3808192239456473e-47,2.0859113096778919e-38,1.4018136624242319e-59,8.4703961973725777e-61,1.4987466293228179e-29,5.656953859958849e-55,4.2658537373021623e-10,2.0510604765876996e-11,7.9058497000829729e-15,8.6777372002022037e-22,2.3739935493593216e-30,7.905942922467274e-15,4.1916971408222488e-20,2.6944783779682617e-21,1.1811913864889779e-22,3.3835087531270722e-37,1.2406840062110521e-49
1.4386267245867383e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756259192794,0.11866996544979833,0.022821567679107077,0.0,1.6589187459103311e-33,1.9409538361449026e-25,5.1218383239402584e-39,1.4611855215621399e-32,1.0171362605029924e-72,1.4629072398538959e-16,5.0706984373144188e-70,1.4628769586057798e-16,3.875021059002329e-47,6.0835015242518867e-38,7.190013579775063e-59,4.3445315909671114e-60,3.3735907587316645e-29,1.8775002548125298e-54,5.8015610077998323e-10,2.789442250359421e-11,1.075193642652937e-14,1.5452040494403551e-21,5.343417351573138e-30,1.0752103779421916e-14,7.3399310522610018e-20,5.9310841018545505e-21,3.196162759035393e-22,1.4248331937149631e-36,6.3635010754590271e-49
1.8194396825785365e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756243096769,0.11866996529622471,0.022821567675415169,0.0,3.7361364829373164e-33,3.0307459700758894e-25,1.7747072552248169e-38,2.8134173784319438e-32,4.6499715168470628e-72,1.8501563593090435e-16,1.535409842964401e-69,1.8501090899125827e-16,8.8720741439540083e-47,1.3919959438188187e-37,2.8773610553972633e-58,1.7386317157997165e-59,6.3761615948007271e-29,5.0448564326408943e-54,7.3372682351951114e-10,3.5278240232428477e-11,1.3598013200510716e-14,2.412016284450972e-21,1.0098577096756521e-29,1.3598276548533444e-14,1.1267599474062388e-19,1.0952640762354276e-20,7.0599980104762487e-22,4.2072659444249041e-36,2.5465472897372545e-48
2.2002526405703347e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756227000745,0.1186699651426511,0.022821567671723261,0.0,7.1803502359938234e-33,4.3459815592197178e-25,4.9412269526306971e-38,4.7834891957128874e-32,1.5662989472423782e-71,2.2374089827948539e-16,3.9860935481750617e-69,2.2373412187560277e-16,1.7301051268701589e-46,2.7527117900647602e-37,8.8253723205729189e-58,5.3326877740828553e-59,1.065728704474981e-28,1.1160407812790743e-53,8.8729754218756167e-10,4.2662057952871886e-11,1.6444080573365056e-14,3.457706545003025e-21,1.6878096483542937e-29,1.6444460958404846e-14,1.5899309900991765e-19,1.7916329252953681e-20,1.3331066880736545e-21,1.063060068181151e-35,7.8105784892324361e-48
2.9618785565539307e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756194808701,0.11866996483550392,0.022821567664339442,0.0,1.8566659377629828e-32,7.4909862692429044e-25,2.3104014999726427e-37,1.0576294015648274e-31,9.2054762316271143e-71,3.0119222206111799e-16,1.7631408269684692e-68,3.0118054708252795e-16,4.5933438235250935e-46,7.699483494440771e-37,4.6248085964473479e-57,2.7945146042713685e-58,2.2751312870001382e-28,3.5114052069954348e-53,1.194438970238733e-09,5.7429693374623553e-11,2.2136193880065985e-14,5.9569768825408348e-21,3.6028339691986132e-29,2.2136857425212265e-14,2.667984242527189e-19,3.6941022880170137e-20,3.3523104536909955e-21,4.450884208368042e-35,4.0929248927062528e-47
3.723504472537527e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756162616658,0.11866996452835674,0.022821567656955623,0.0,3.9316628334641295e-32,1.1470502880675095e-24,7.5420888381885465e-37,1.9814458007722916e-31,3.6037168185346341e-70,3.7864484106552028e-16,5.3054290515249933e-68,3.7862697137889667e-16,9.9635530083544943e-46,1.7239802620130753e-36,1.6627375932438876e-56,1.0046993719006371e-57,4.1369454915913694e-28,8.6854927450842468e-53,1.5015803832400674e-09,7.2197328765359307e-11,2.7828272436636873e-14,9.117341538207627e-21,6.5505951931958676e-29,2.7829300104950108e-14,3.9810390523531268e-19,6.5008117890797231e-20,6.921684229251377e-21,1.2913437852338221e-34,1.4714842090627723e-46
4.4851303885211235e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756130424614,0.11866996422120957,0.022821567649571804,0.0,7.4376446018418144e-32,1.6342033306304961e-24,2.0803248752490439e-36,3.3533942707299448e-31,1.1863683523503063e-69,4.5609884313681848e-16,1.3733733717730801e-67,4.5607339470294882e-16,1.9255695085708471e-45,3.406141558910235e-36,5.0345901761899982e-56,3.0421195017031479e-57,6.8430904911645383e-28,1.8891262105759796e-52,1.8087217801707692e-09,8.6964964122975493e-11,3.3520313886270869e-14,1.2983549229959616e-20,1.0834673253611125e-28,3.352179467175719e-14,5.525825147205426e-19,1.0403283642416625e-19,1.27652576951484e-20,3.2163611423834167e-34,4.455405971001933e-46
6.008382220488316e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756066040539,0.11866996360691527,0.022821567634804169,0.0,2.2536697831006583e-31,2.8816404803964127e-24,1.5981181502256076e-35,7.9747015498652813e-31,1.8885616608491786e-68,6.1101107436413487e-16,8.4984118531374927e-67,6.1096623837931991e-16,6.059129318614879e-45,1.0868177445564646e-35,5.5183420735501301e-55,3.3344140427215147e-56,1.5783544599626019e-27,7.9147591754536627e-52,2.4230045249147117e-09,1.165002347369835e-10,4.4904283375166168e-14,2.2872678219826813e-20,2.4984724830438984e-28,4.4906957749539818e-14,9.2166886265198418e-19,2.2160197612726718e-19,3.6068484526298971e-20,1.757084898659418e-33,4.8829563223364054e-45
7.531634052455509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756001656468,0.11866996299262107,0.022821567620036533,0.0,5.2994557626389793e-31,4.4925202446984031e-24,6.5265942795720182e-35,1.5574132229453395e-30,1.0974980760972993e-67,7.6592892408598444e-16,3.0753010460156477e-66,7.6585907810573765e-16,1.4555095402972016e-44,2.621044545140699e-35,2.7047995309605688e-54,1.6343514430674545e-55,3.031812167916711e-27,2.3166430625215977e-51,3.0372872043728716e-09,1.4603550521644701e-10,5.6288102122947355e-14,3.5627898441175634e-20,4.798268240544961e-28,5.629236564168694e-14,1.3620621566321888e-18,3.9531574864719493e-19,7.9809597724856287e-20,5.9058505361035718e-33,2.3932073999725357e-44
