Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CO2X(24)
7.821727116607723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999688,0.099999999999997549,0.099999999999999659,2.0332947393833257e-99,3.9498254680411651e-54,1.7308290940015658e-39,5.111487424575712e-66,2.3399917782521412e-51,2.5353378615315331e-43,4.0479075225928368e-26,5.1082520709006877e-103,4.0479075196367922e-26,1.3740092357072068e-65,1.7002019466944418e-61,1.2070820525220562e-66,5.3969814091356428e-95,2.5360748746041096e-43,1.3790123256004589e-80,2.4608504039593553e-15,7.1779401506281763e-16,1.6267246631673748e-20,1.1561234476990593e-31,1.6267246704308824e-20,3.6371030393821739e-29,2.866036608528183e-33,2.7088177525150082e-39,2.8949355988079437e-63,2.0636722011833071e-45,2.3084172222170572e-90
1.5650249825844992e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999371,0.099999999999995093,0.099999999999999298,7.250238673213017e-97,6.3232143767404192e-53,1.3479071062294437e-38,4.0922979595063865e-65,1.8738912316404825e-50,1.0147958733648095e-42,8.0993319125595029e-26,1.6370875635582057e-101,8.0993319007276219e-26,1.1003217616248064e-64,2.7234888604235303e-60,9.663996001477079e-66,8.6422020400468896e-94,1.0153859319500113e-42,2.2088163140420256e-79,4.9238388186934903e-15,1.436211656550513e-15,3.2548626332931667e-20,4.6275066652119701e-31,3.2548626623672736e-20,1.4556743451058812e-28,2.294402326907555e-32,3.0269769819277542e-38,1.2910476634118687e-61,1.6521925354243847e-44,4.1169852581408388e-88
3.1307295244319526e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998733,0.099999999999990166,0.099999999999998576,2.900826231188818e-94,1.0119938216246508e-51,1.0634929517668654e-37,3.2750822485181684e-64,1.4998724705565222e-49,4.0605053313926652e-42,1.6202180710288615e-25,5.2425986152826609e-100,1.6202180662945677e-25,8.8070337941340691e-64,4.3601163251612307e-59,7.7341338959130953e-65,1.383315206448479e-92,4.0652275932489749e-42,3.5360244820666084e-78,9.8498156481560506e-15,2.8730469395258297e-15,6.511138551761104e-20,1.8516053705283809e-30,6.5111386681045819e-20,5.8236755712811792e-28,1.8359477194976585e-31,3.795969581869896e-37,6.4613986071414765e-60,1.3222561208550022e-43,8.2385650354709299e-86
6.262138608126859e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997462,0.099999999999980313,0.099999999999997133,1.2770409580967558e-91,1.6194136779313318e-50,8.4467331513681493e-37,2.6205650034108611e-63,1.2002018297543225e-48,1.6244665408628629e-41,3.2407878376929959e-25,1.67825878492909e-98,3.2407878187527394e-25,7.0474114001923267e-63,6.9782137568970515e-58,6.1884822165791021e-64,2.2137559773268839e-91,1.6282450676104642e-41,5.6591743501983138e-77,1.9701769307058337e-14,5.7467175054761668e-15,1.3023690301562402e-19,7.4076267253485758e-30,1.3023690767085475e-19,2.3291153177045605e-27,1.4686028908381878e-30,5.2343755218963069e-36,3.5577084876551137e-58,1.0580057255665372e-42,1.8138604909339332e-83
1.2524956775516673e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994919,0.099999999999960607,0.09999999999999426,6.0028450142727108e-89,2.5912405021378356e-49,6.7299388099359557e-36,2.0966699538177821e-62,9.6028299598183398e-48,6.4983950421918191e-41,6.4819273994945118e-25,5.3714319816579958e-97,6.4819273237273227e-25,5.6386430312078461e-62,1.1166763277474831e-56,4.9512558808189676e-63,3.5423999555736766e-90,6.5286261229594148e-41,9.0559073995395602e-76,3.9405676624771572e-14,1.1494058637375651e-14,2.60487934526267e-19,2.9632914860512146e-29,2.6048795315457334e-19,9.3113512105461242e-27,1.1742996293757832e-29,7.7004535173222089e-35,2.0912088383877679e-56,8.4648483891235804e-42,4.2637224083384622e-81
2.5050593110296305e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989829,0.099999999999921194,0.099999999999988515,2.9339263426799897e-86,4.1461269266071713e-48,5.3682478902691822e-35,1.6776469233568222e-61,7.6827497424720624e-47,2.5994638159654098e-40,1.2964206636990525e-24,1.7190189284496654e-95,1.2964206333909448e-24,4.5112001315471487e-61,1.7868114815785479e-55,3.9611927855610317e-62,5.6688640703731596e-89,2.6236498232434637e-40,1.4490435048344646e-74,7.8813491259832724e-14,2.2988740901169876e-14,5.2098998360602183e-19,1.1853645393933902e-28,5.2099005816914236e-19,3.7200054781987153e-26,9.3837535912559312e-29,1.1771380408679507e-33,1.2778915498778645e-54,6.7721984554421265e-41,1.0420448701189886e-78
5.010186577985556e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979648,0.099999999999842382,0.099999999999977024,1.464025193793949e-83,6.6339143048677018e-47,4.2807901561908884e-34,1.3450390701794862e-60,6.1463934957160567e-46,1.0398067022401443e-39,2.5928765567554439e-24,5.5011180667574722e-94,2.5928764355205538e-24,3.609074590924478e-60,2.8590007252800712e-54,3.1690295073644436e-61,9.0887952199881932e-88,1.0591559585611565e-39,2.3185483913326427e-73,1.5762912052849368e-13,4.5978105428739323e-14,1.0419940259994125e-18,4.7415523218237652e-28,1.041994324631564e-18,1.4842963175447768e-25,7.4894979165114229e-28,1.8364003360413266e-32,7.9717249881917456e-53,5.4178845744651737e-40,2.6000041688881102e-76
1.0020441111897407e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559959287,0.099999999999684744,0.099999999999954028,7.3735633581250689e-81,1.061434393771477e-45,3.4071613371852134e-33,1.1124505533180954e-59,4.9171912959838303e-45,4.1592692863222226e-39,5.1857885250969422e-24,1.760399219268225e-92,5.1857880401525055e-24,2.887305787021146e-59,4.5744794131761719e-53,2.5352537891309422e-60,1.5005425043481531e-86,4.3140650336407127e-39,3.7097408511595766e-72,3.1526037905997034e-13,9.1956834483802217e-14,2.0840018877217679e-18,1.8966383798231308e-27,2.0840030852305463e-18,5.9075653997806932e-25,5.9635677419289659e-27,2.8908757682163764e-31,5.0189447950321144e-51,4.3343546387409875e-39,6.5475823382306866e-74
2.0040950179721112e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559918564,0.099999999999369482,0.099999999999908051,3.719177619951994e-78,1.698298976948929e-44,2.6999243137718694e-32,1.3490894172399989e-58,3.9337820648352309e-44,1.663716310260504e-38,1.0371613190694498e-23,5.633345323139454e-91,1.0371611250907353e-23,2.3098635863642028e-58,7.3192180390962787e-52,2.0282152187150745e-59,3.5690827031930814e-85,1.7875534183914155e-38,5.9356373728193016e-71,6.3052289609954259e-13,1.8391429259362405e-13,4.1680167189091532e-18,7.5865773662615417e-27,4.1680215323851183e-18,2.3396233528186937e-24,4.7265234025207919e-26,4.5567991312726044e-30,3.1644213843052335e-49,3.4674971499143824e-38,1.6512839129610401e-71
4.008196831536852e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559837118,0.099999999998738959,0.099999999999816097,1.8652400528464786e-75,2.7172734019860716e-43,2.1204386330114909e-31,6.8335912373256487e-57,3.1470347480121393e-43,6.6548832343152427e-38,2.0743265437545259e-23,1.8026823276811732e-89,2.0743257678380816e-23,1.847899269249579e-57,1.1710752445957132e-50,1.6225772324068629e-58,3.4993963859636078e-83,7.6455794456303566e-38,9.4970654710381064e-70,1.2610479300851619e-12,3.678292088120518e-13,8.3360428122577205e-18,3.0346268716599544e-26,8.3360622484590298e-18,9.1763078740753881e-24,3.7121290253000277e-25,7.140704591683773e-29,1.9837028713265381e-47,2.7739945309679337e-37,4.1407081678279259e-69
8.016400458666333e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559674226,0.099999999997477898,0.099999999999632189,9.2128309357377745e-73,4.3476074948625608e-42,1.6366455005860146e-30,7.6449267053684716e-55,2.51762741269041e-42,2.6619575338013679e-37,4.1486581593849766e-23,5.7686085931912803e-88,4.1486550557182825e-23,1.4783240833558183e-56,1.8737087744166357e-49,1.2980641008295502e-57,7.7848795131554635e-81,3.4545099296613567e-37,1.5195354303171336e-68,2.5220979976823005e-12,7.3565904124404378e-13,1.6672080722874379e-17,1.2138428583823955e-25,1.6672159849272338e-17,3.5324487340626781e-23,2.8647907886713581e-24,1.1017931687917377e-27,1.2246294627510089e-45,2.2191806460705038e-36,1.0225619992734139e-66
1.6032807712925297e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559348448,0.099999999994955777,0.099999999999264358,4.4141356933009631e-70,6.9560649011668702e-41,1.2230369694910327e-29,9.0964055653740963e-53,2.0140953372002611e-41,1.0647843746678176e-36,8.2973260556710026e-23,1.8459627574060609e-86,8.2973136410208454e-23,1.1826632264782959e-55,2.9978866548985581e-48,1.0384526737075353e-56,1.8520432930771308e-78,1.6988175635272926e-36,2.4312648155937273e-67,5.0441981313801802e-12,1.4713187060885739e-12,3.3344099439981737e-17,4.8552990518930862e-25,3.3344425910607166e-17,1.3134439510832593e-22,2.1400437318933556e-23,1.6485396180853349e-26,7.3330681883892232e-44,1.7753166009260224e-35,2.449542779454266e-64
3.2065622221443226e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558696891,0.099999999989911548,0.099999999998528696,2.0039730260602374e-67,1.1129352160781966e-39,8.6393543012251455e-29,1.0320781231901509e-50,1.6112633308166055e-40,4.2591443259946545e-36,1.6594680508215734e-22,5.9071191360955678e-85,1.6594630849795127e-22,9.4613551324575027e-55,4.7964588566595069e-47,8.3076344350969516e-56,4.2035114124639864e-76,9.3312645541655128e-36,3.8900435284924483e-66,1.0088398392790349e-11,2.942638035699818e-12,6.6687908459265325e-17,1.9420598658768469e-24,6.6689280125407325e-17,4.5975494088403419e-22,1.5105455303953629e-22,2.3357971126161871e-25,4.1599815012759119e-42,1.4202070370053246e-34,5.5596944544060239e-62
6.413125123847907e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557393772,0.099999999979823076,0.099999999997057373,8.3599296351728034e-65,1.7805830971110082e-38,5.5907119552623606e-28,1.0765574780133122e-48,1.2889890065835963e-39,1.7036623798433843e-35,3.3189464052174059e-22,1.8903005734745205e-83,3.3189265420021872e-22,7.5691574035648632e-54,7.6738163486891712e-46,6.6461247233202932e-55,8.7727372435172583e-74,5.7611238724501505e-35,6.2241281336454281e-65,2.0176798891668316e-11,5.8852766946110426e-12,1.3337461285065729e-16,7.767757762153626e-24,1.3338047545466171e-16,1.4651286587924469e-21,9.7598643640836123e-22,3.03845280211422e-24,2.1679997236919484e-40,1.136091013939199e-33,1.1594367107202114e-59
1.2826250927255076e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436255478754,0.099999999959646146,0.099999999994114741,3.1165667167217256e-62,2.8485700486469859e-37,3.2241592181790395e-27,1.0036440730153619e-46,1.0311561712731677e-38,6.8146850894390994e-35,6.6379329687383783e-22,6.049119495820108e-82,6.6378535171221621e-22,6.0554409492770561e-53,1.2276385068720053e-44,5.3169257795883348e-54,1.6366500447908534e-71,3.9270613596648072e-34,9.9587882122146449e-64,4.0353599793654793e-11,1.1770554011188442e-11,2.6674436714521309e-16,3.1067170702009218e-23,2.6676957033731951e-16,4.1304134164631523e-21,5.6107634112078333e-21,3.5285064440368688e-23,1.009421670697903e-38,9.0875319375266914e-33,2.1605615269251059e-57
2.565250253406942e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549575071,0.099999999919292273,0.099999999988229463,1.0288785567964667e-59,4.5565507055957962e-36,1.6469387396592533e-26,8.2864437496135462e-45,8.2486873364629313e-38,2.7259021656533426e-34,1.3276025508153178e-21,1.9358132458046623e-80,1.3275707711688835e-21,4.8445358928311637e-52,1.9636795047840682e-43,4.2535816318643162e-53,2.7044337341411712e-69,2.868462189616855e-33,1.5934644175402696e-62,8.0707201214549873e-11,2.3541108639363051e-11,5.3346925858499594e-16,1.2423779597685779e-22,5.3357654694403629e-16,1.0263890681665939e-20,2.8478119341797263e-20,3.6261453770128199e-22,4.1612379521258737e-37,7.2681113159361164e-32,3.5651133328219261e-55
5.13050057476981e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362539150132,0.099999999838584541,0.099999999976458906,3.0530803416237768e-57,7.2867668769479862e-35,7.611876214942801e-26,6.1496148157493854e-43,6.5980501330372555e-37,1.0903833032087375e-33,2.6552688184124698e-21,6.1952089945895791e-79,2.6551417078359361e-21,3.8759213321664812e-51,3.1401542393174379e-42,3.4029306764343238e-52,4.0168326161742816e-67,2.1847727213771565e-32,2.5497293636013774e-61,1.6141440252402857e-10,4.7082217875791679e-11,1.0668605792953494e-15,4.9670423160276369e-22,1.0673095469521547e-15,2.3111532919007129e-20,1.2994737134942972e-19,3.3498014557406325e-21,1.5419586937600662e-35,5.8114279697686568e-31,5.2877260273515551e-53
7.695750896132677e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528725194,0.099999999757876809,0.099999999964688349,2.3600519890259204e-56,2.6813684264639793e-34,1.6919557174608785e-25,3.5302927259586561e-42,1.9586442976487399e-36,2.3170974529030423e-33,3.9829828404900226e-21,2.9639903015102859e-78,3.98271274227981e-21,1.1507128126050938e-50,1.1968953102498985e-41,9.7303622012492366e-52,2.6920902150533482e-66,6.1654314602854839e-32,9.6464788057905195e-61,2.4212160230119582e-10,7.062332709229972e-11,1.6001934442640333e-15,1.0551339873836144e-21,1.601163320327164e-15,3.6063214098946084e-20,2.8635842595996244e-19,9.9324752627489271e-21,7.4097664926893981e-35,1.6612026376581708e-30,3.5707089656174841e-52
1.0261001217495545e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518300255,0.099999999677169077,0.099999999952917792,1.1793282291412752e-55,6.7990755218791639e-34,2.9574545840264861e-25,1.3117703544600696e-41,4.2674318538898555e-36,3.9527473717854949e-33,5.310744611813595e-21,9.8102405800007234e-78,5.3102838745243798e-21,2.5074485143153117e-50,3.2194362012741059e-41,2.0524357206237812e-51,1.1202681751925624e-65,1.2908188052125914e-31,2.5110575190534645e-60,3.2282880054605169e-10,9.4164436288887507e-11,2.1334678599176125e-15,1.7993653392020634e-21,2.1351391774561898e-15,4.9032579730579374e-20,4.9655483576131237e-19,2.1347011154013289e-20,2.4367891525612216e-34,3.5029963482200966e-30,1.6392952482387277e-51
1.539150186022128e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362497450378,0.099999999515753613,0.099999999929376679,1.5388320941511847e-54,2.3768296346231798e-33,6.2741485308213928e-25,8.7436108397312398e-41,1.2384930736554943e-35,8.1838400355947993e-33,7.9663802027836795e-21,5.7246607263483526e-77,7.9654263686203332e-21,7.2789356645190698e-50,1.3013503565318088e-40,5.6059318422896192e-51,8.750967858634562e-65,3.4981281148796268e-31,9.215823747618336e-60,4.8424319343952247e-10,1.4124665463531219e-10,3.1998795341937032e-15,3.7233919112157426e-21,3.2033811415041584e-15,7.4974742241298147e-20,1.0394692230016023e-18,5.9243675357579747e-20,1.3721525119992549e-33,9.5633997293448497e-30,1.9489340626541647e-50
2.0522002502947015e-15,0.09977366400000001,0.80000000000000004,0.0,0.289343624766005,0.099999999354338148,0.099999999905835565,7.9435917545156221e-54,5.9372931492643633e-33,1.0821853985885962e-24,3.2445995380210188e-40,2.7080551975930416e-35,1.3918857514241212e-32,1.0622191341292158e-20,1.9048001542973539e-76,1.0620569222563862e-20,1.5919311581626842e-49,3.5234794480807121e-40,1.1729657791482193e-50,3.6381709576625961e-64,7.2846587547927679e-31,2.3898590492551818e-59,6.4565758069813795e-10,1.883288729084843e-10,4.2660763228688275e-15,6.329335843437147e-21,4.2720818882640077e-15,1.0091331123381367e-19,1.7703128140126979e-18,1.2478279850868387e-19,4.4402515466282956e-33,2.0001725270834097e-29,8.8394228497719561e-50
3.0783003788398486e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362434900757,0.099999999031507261,0.099999999858753352,3.1251217542038598e-52,2.746571949885917e-32,2.3957984126520263e-24,3.9911302042780378e-39,9.0048625384221424e-35,3.0327864300005765e-32,1.5934389838531684e-20,1.5631498405902435e-75,1.5930856113087566e-20,5.2965351767650245e-49,1.7644835203163693e-39,3.7040210913351855e-50,7.3864009889515254e-63,2.2843402980783261e-30,1.1813478019716773e-58,9.6848633671247515e-10,2.8249330921429953e-10,6.3977645569015508e-15,1.3773736353664315e-20,6.4110351020195583e-15,1.5277409243382099e-19,3.8030737941019009e-18,3.9238790831440749e-19,3.395863619978818e-32,6.3085975699391733e-29,1.9677842091864725e-48
4.104400507384996e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362393201007,0.099999998708676416,0.099999999811671139,2.1393494458513346e-51,7.9578165416489342e-32,4.2419074907300478e-24,1.8556635833289428e-38,2.0942006296780215e-34,5.3248054147855764e-32,2.1247347691811745e-20,6.0358964797412722e-75,2.1241144563630426e-20,1.2323849534466332e-48,5.2881453214116818e-39,8.4252403242711967e-50,4.183205783761016e-62,5.1755549247587838e-30,3.5222532550287178e-58,1.2913150683362443e-09,3.7665774520305547e-10,8.5285232744004478e-15,2.4154312759249483e-20,8.552076129769456e-15,2.0461167798012692e-19,6.5454967260622554e-18,8.828248723516501e-19,1.2717758100229493e-31,1.4334750191376118e-28,1.1243363708188797e-47
6.1566007644752905e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362309801531,0.099999998063014753,0.099999999717506699,7.3048216544395619e-50,4.0346457681107022e-31,9.5377705855453562e-24,2.3046352130371753e-37,7.1253593875348369e-34,1.1871678795763172e-31,3.1875550247344635e-20,4.9601606543171819e-74,3.1861726174951085e-20,4.1978917460046705e-48,2.7282683951407997e-38,2.8132626460213184e-49,8.5310367894975188e-61,1.718456371300019e-29,1.8424412071827277e-57,1.9369724580749935e-09,5.6498661622505939e-10,1.278724141786463e-14,5.3712151905980752e-20,1.2840746601383654e-14,3.0821851747839443e-19,1.3866752277827185e-17,2.8355520352334232e-18,9.8090173660073151e-31,4.7744856193428953e-28,2.2873110016329062e-46
8.208801021565585e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362226402061,0.099999997417353187,0.099999999623342259,4.9513864345976161e-49,1.2051875059707984e-30,1.6970577618405755e-23,1.0706550322724077e-36,1.6659315086231675e-33,2.1036166615257726e-31,4.2506800153412202e-20,1.9208539496519288e-73,4.2482314075920489e-20,9.8244835874216777e-48,8.2560874814602323e-38,6.5338913829418551e-49,4.8282034240366166e-60,3.9772344371859889e-29,5.5706561926033846e-57,2.5826297498020343e-09,7.5331548597310725e-10,1.7042229360074902e-14,9.4944709996235881e-20,1.7138464472088484e-14,4.1173459576942706e-19,2.336720063914684e-17,6.3512491470895812e-18,3.66739816666116e-30,1.1065496473444401e-27,1.2983038829607767e-45
1.2313201535746173e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362059603141,0.09999999612603036,0.099999999435013393,1.6426116894946011e-47,6.2681342413988571e-30,3.8240607321015177e-23,1.2959881332050724e-35,5.6808709548285133e-33,4.7225866864705671e-31,6.377843286668883e-20,1.5862533651034826e-72,6.3723508832085871e-20,3.3578820843538105e-47,4.2922260523626181e-37,2.2187002798218617e-48,9.6111108861898552e-59,1.3421107081421831e-28,2.9399673982969171e-56,3.8739440390712467e-09,1.1299732216458045e-09,2.5541025894697601e-14,2.1203498691085804e-19,2.5762699839516276e-14,6.1849480008379268e-19,4.7214958086488472e-17,1.9751034794740475e-17,2.7494022274233086e-29,3.7384842962463139e-27,2.5686640795160071e-44
1.641760204992676e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361892804256,0.099999994834707923,0.099999999246684526,1.0980620385664225e-46,1.8863221234407844e-29,6.8039886473280697e-23,5.9122745157848555e-35,1.3282770396684292e-32,8.3900529034643198e-31,8.5062228561066461e-20,6.1516436755467738e-72,8.4964728942333306e-20,7.8667961675245208e-47,1.3007857062147735e-36,5.1843321101397103e-48,5.3569126402168972e-58,3.1217422342436425e-28,8.909372739335567e-56,5.1652579360940448e-09,1.5066309522210667e-09,3.402493409117131e-14,3.7486745987888161e-19,3.442656932224637e-14,8.2489279884389481e-19,7.6238619176971837e-17,4.291112435970454e-17,1.0055373240762058e-28,8.6986765807025535e-27,1.4348114584201117e-43
